Issue,Storypoint
"Remove delayed changeset detection from Mercurial
If I use mercurial repository and choose ""delay changeste detection' option then I will have ""Unknown Changes"" listed under ""changes"" tab. However, after complete build those placeholder changes should be swapped with real changesets. This is not occuring.    {color:red}edit: remove this functionality from Mercurial Repository. See comments below{color}",1
"ManualBuildTriggerReason.getUserName() returns null.
I've been trying out the Artifactory Bamboo plugin.  The plugin currently fails with a null pointer exception caused by ManualBuildTriggerReason.getUserName() returning null.    I've filed a bug report and suggested workaround at JFrog, but I think the root cause is probably a Bamboo bug.  https://issues.jfrog.org/jira/browse/BAP-26        http://docs.atlassian.com/bamboo/2.7/com/atlassian/bamboo/v2/build/trigger/ManualBuildTriggerReason.html#getUserName()",2
"Confirm/Fix Plan Navigation For Configuration
Where should you get taken when moving between plan and job within the configuration pages.  Currently it works like this  1) if there is an equivalent tab take you to that tab  2) when moving to the chain (with no equiv) it takes you to the stages tab  3) when moving to the job (with no equiv) it take you to whatever tab you have saved in the cookie    Alternatives  * Replace #3 always taking you to the builder tab of the job.   * Replace #2 and #3 to take you to the plan/job details page.  * Replace #2 to also take you to the cookied page.  * Replace #1 and #2 to always take you to the cookied page.",2
"Ensure that tabs for Plans and Jobs are consistent
In the Result Summary section we should ensure that the tabs that are common between for Plans and Jobs are in the same order.     In the Configuration, we should ensure that the tabs that are common between Plans and Jobs have the same name (E.g. Source Repository)    ",2
"Decimal-Point missing in Clover integration
When showing the ""Clover code coverage summary"" Page the coverage is multiplied by 10 (ok, may be a feature :-) ). See attached Screenshot 1.    When opening the clover artifact the coverage is ok (29.1 % to 291%). ",1
"Mercurial quiet period
Mercurial is missing quiet period support (BAM-1178).",2
"bamboo sent emails  containing unreadable info
I am a east-asian user, and i setup my bamboo server to send email after every completed build. however, there's unreadable part in the email, like the following:  *****  [INFO] Compilation failure  \...\iskControlFacadeImpl.java:[50,38] ????????  ???? ???? findNaireByCustomerType(java.lang.String)  *****    I googled for this issue, and I get the following info:  *****  it's a bamboo's bug. the utf-8 charset parameter's missing in htmlpart.setContent method  in com.atlassian.bamboo.notification.transports/MultipartEmailTransport.class:    htmlContent = notification.getHtmlEmailContent();  if(StringUtils.isNotBlank(htmlContent))  {    BodyPart htmlPart = new MimeBodyPart();       htmlPart.setContent(htmlContent, ""text/html;charset=utf-8"");       mp.addBodyPart(htmlPart);  }  *****    is that true? how can i solve the problem?    THANKS!",2
"Overwrite Existing Data option is not effective 
The *Overwrite Existing Data* from the DB Setup installation step is not being completely effective. Data is not deleted and after the Admin User Creation step, the installation process fails when it tries to create DB entries that already exist.    It should also be tested with other DBs (not only MySQL).",2
"Git Repository should properly detect code has changed on arbitrary branch
I was testing Git on 'master' branch. I should test if it work on other branches as well. Probably this works already. However we need to write up some tests.",1
"Git repo should use shallow clones instead of full clones.
Currently we use full clones during:  * collecting changes, on bamboo server  * code retrieval, on agents, during performing build    In both cases we don't need the whole history, so if it is possible we should do shallow clones.     Shallow clones are not implemented in JGit yet.    Also - both server and agents should be able to fetch afterwards properly. Corner test case:  * detecting new rev A -> add to queue  * detecting new rev B (grandchild of A) -> add to queue (concurrent builds are on)  * agent -> takes rev B, does shallow clone on it (so it won't have rev A)  * agent -> takes rev A, does fetch - in such case agent should somehow obtain rev A",5
"Initial Git build should ignore history in 'changes' tab.
Instead of showing 10 753 changeset.  See: [http://groups.google.com/group/bamboogitplugin/browse_thread/thread/532384d62f62a930#]  Git Repository should behave as other (CVS/SVN) repositories with regard to first build.",1
"Git repository should recover from failures during checkout.
Like in other repositories - if something fail during code checkout/fetch then Git repository should try to recover - in worst case remove working directory and clone remote repository from scratch.    P.S. watch out for lock files in .git directory (they lock 'checkout' operation) - teamcity had problem with that too AFAIK.",1
"Git Repository should work on remote agents
ensure it does!  * remote agent  * elastic one",1
"Investigate whether shallow clones (Git Repo) are fast enough
Before supporting shallow clones we would like to confirm that shallow clones are enough for us. So that we do not find out down the track that they are actually slow and we need caches on agents nevertheless.",1
"Importing Git Repository from maven
like in other SCM's, like HgRepository",2
"Plan Navigator - general progress bar improvements
I believe that plan was to not show the progress bar for the currently selected job.    If we do want to show it we need to make sure the text is readable (currently text is white on light blue background)",1
"Ignore compatibility mode not working in IE8 (breaking breadcrumbs)
The new character used for breadcrumbs seems to show twice in IE8.    ",2
"Change dashboard plan result keys to #buildNumber
nan",1
"Test basic Maven artifact passing workflow works with remote agents
nan",2
"Test basic Maven artifact passing workflow works with elastic agents
We need to change the Command decorator to use the tunnel if available.",2
"Implement disk space management for maven artifact passing
https://extranet.atlassian.com/display/BAMBOO/Maven+Artifact+Passing#MavenArtifactPassing-DiskspaceManagement",3
"implement artifact sharing for maven 
https://extranet.atlassian.com/display/BAMBOO/Maven+Artifact+Passing#MavenArtifactPassing-ArtifactSharing    Only implementing simple groupid/artifactid selection and not choosing from a list of produced artifacts (latter requires dependency tracing).",5
"errors while checkout/clone should fail the build in Git Plugin
http://tardigrade.sydney.atlassian.com:8085/bamboo/browse/GP-IDEAMASTER-JOB1-1    the error during code checkout should fail the build I reckon. Investigate what is the problem.",1
"Drop down menu is 'transparent'
nan",1
"BuildManager still used in core Bamboo functionality
I've found some error messages in Tardigrade logs about build failures of builds that seemed to be completed just fine.    Following that, I've found that BuildManager is still used in some places in Bamboo, causing problems with some of the functionality. For example, BuildCompletedEventListener operates on Buildables but uses BuildManager for build key validation.  This which never works, since valid job keys are not valid build keys - effectively disabling the BuildCompleted plugins.    There are not that many places that use BuildManager, about half of them are old UpgradeTasks. This should be fixed, and potentially backported to 2.7 too (since it breaks plugins in a way that cannot be fixed by developers).  ",2
"Create Plan Level Result Log Tab
To make it easier to navigate to the logs, we should offer a Plan level log tab which provides a summary table with links to the individual Job log pages as well as a link to download the job log files from the Plan level log page.  ",2
"Handle subscriptions for Job move across stages
nan",2
"Remove pre-2.0 upgrade tasks and provide protection against upgrade from pre 2.0 version
Krystian:  In the history of Bamboo we had several versions which were required to be used to upgrade to the newer version. Ie. to upgrade from Bamboo 1.0 to Bamboo 2.1 you need to execute upgrades to 1.1.2, 1.2 and 2.0.  The latest of this ""milestone-upgrade"" versions is 2.0. This is why I propose to drop all the upgrade tasks which were introduced by pre-2.0 versions. The main benefit would be dropping the last usages of old and usually deprecated APIs  According to https://extranet.atlassian.com/pages/viewpage.action?pageId=636158922 it means all pre 801 upgrade tasks (18 of them)    Przemek:  + make it impossible to use new Bamboo version to upgrade from build number of pre-2.0.x version.  That check should have been included in 2.0.x anyway...    Marek:  +1, those upgrade tasks are in sources too long. For historical stuff we got subversion    Anton:  Yes, if we do this, Bamboo *must* lockup upon starting if it detects that it is being brought up against a version which is before 2.0.  We should also stop the user importing XML backups from pre 2.0 versions.  In all these cases the user should be given a very clear error message and no data should be changed.  Can I ask why do you bring this up now? What caused you to do this? If we do this, will this simplify some other work we need to do for 3.0?  How long will the work of stopping a pre 2.0 upgrade/import take?    Krystian:  Adding protection against upgrade/import from pre-2.0 version is rather simple and would require ~4h of work (including testing).  I'm bringing this now cause last week Przemek has spotted a small bug which was caused by internal use of deprecated API (BuildManager). I thought that releasing 3.0 is a good moment to drop this (and maybe other) legacy APIs which were deprecated in 2.7 and previous versions.  A lot of uses of deprecated API is buried in old upgrade tasks which led to idea I presented in my original email.  This will probably not simplify other work for 3.0 but has a potential to help us find forgotten usages of legacy code that should have been updated some time ago.",1
"Ensure we only show 100 changes in Git Repository and display skipped amount (for 3.0)
... and mention in the interface that only the first 100 are shown if there are more than 100 changes.",1
"Ability to stop a queued job via action menu
For stop button for a job in the action menu only shows up when the job is actually running not while it is queued.  It should show while its queued.    The fix needs to ensure that the button doesn't show up when the job's stage hasn't been kicked off yet.",1
"Fix Bulk Edit Administration Screen
The bulk edit screen is pretty broken right now. We will need to fix this up before we release 3.0.     http://tardigrade.sydney.atlassian.com:8085/bamboo/admin/chooseBulkAction.action",3
"Support for include/exclude files in Git Repository
AbstactRepository implements IncludeExcludeAwareRepository interface so the Git Plugin should handle that.",1
"Import/Export of Audit Logs
nan",2
"Support Bitbucket repositories
Currently we support any Mercurial Repository, but it would be great if we could specifically support BitBucket and make it easier to setup new plans using the BB API.    The underlying infrastructure would be the same as for Mercurial. However, the setup would provide a BitBucket option in addition or as part of the Mercurial Repository and allow for retrieving the users repositories and branches.     h4. Specification  https://extranet.atlassian.com/display/BAMBOO/Bitbucket+Support+Spec  ",5
"Remove Build Queue Report 
Since it's not working right now (BAM-7557), we should remove the report from the UI. Once we've fixed it, we will add it again. ",1
"Stage Configuration UX Update
The Stages configuration requires some UX changes to make it easier to use:    * *Make the Job name link to the Edit Job Configuration*  * Remove the Configuration Dropdown (and link)  * Add separate ""Disable"" and ""Delete"" links instead of the dropdown  * Replace ""Add Job"" with a button and move to the right",2
"Fix Test Case Overview Page UI
We need to clean this page up... at least a little bit:    * Remove the big colour box  * Use the same key value layout we use on the summary  * Move the stats below the table  * Make the top right stats look the same as the Plan summary stats (once we have them)    http://tardigrade.sydney.atlassian.com:8085/bamboo/browse/BAM-FC-DEP/test/case/148635675    ",2
"Change hg clone into hg init/hg pull (to get rid of credentials in .hgrc)
[forums|http://forums.atlassian.com/message.jspa?messageID=257362974]  bq. I went through the cache directories in the server and noticed also slight security issue. Bamboo seems to register the repository path with username/password into the hgrc file in plain text (in the url) in the cache directory and the file permissions are such that it is readable by all. Not that the source code and builds itself might have something sensitive, but atleast I find it good to know that the username/password is not secure within the file system.  ",1
